FID,Station_name,CITY,STATE
9733,JEFFERSON COUNTY SHERIFFS OFFICE  ,WAURIKA,OK
9734,DUNN COUNTY SHERIFFS DEPARTMENT,MANNING,ND
9735,DUNDY COUNTY SHERIFFS OFFICE  ,BENKELMAN,NE
9736,CITY OF YELM POLICE DEPARTMENT,YELM,WA
9737,BARBOURSVILLE POLICE DEPARTMENT,BARBOURSVILLE,WV
9738,SHEPHERDSTOWN POLICE DEPARTMENT,SHEPHERDSTOWN,WV
9739,INTERNATIONAL FALLS POLICE DEPARTMENT,INTERNATIONAL FALLS,MN
9740,PRAIRIE DU CHIEN POLICE DEPARTMENT,PRAIRIE DU CHIEN,WI
9741,NEWBURGH HEIGHTS POLICE DEPARTMENT,NEWBURGH HEIGHTS,OH
9742,KITTY HAWK POLICE DEPARTMENT,KITTY HAWK,NC
9743,WAYNE COUNTY SHERIFFS OFFICE  ,GREENVILLE,MO
9744,ELKO NEW MARKET POLICE DEPARTMENT,ELKO NEW MARKET,MN
9745,MECKLENBURG COUNTY SHERIFF'S OFFICE,BOYDTON,VA
9746,DICKEYVILLE POLICE DEPARTMENT,DICKEYVILLE,WI
9747,PRAIRIE ISLAND INDIAN COMMUNITY TRIBAL POLICE DEPT,WELCH,MN
9748,NEVADA HIGHWAY PATROL,CARSON CITY,NV
9749,BLACK HILLS STATE UNIVERSITY POLICE,SPEARFISH,SD
9750,HORRY COUNTY POLICE DEPARTMENT,CONWAY,SC
9751,BROOKSVILLE POLICE DEPARTMENT,BROOKSVILLE,MS
9752,LOGAN POLICE DEPARTMENT,LOGAN,NM
9753,WEST UNION POLICE DEPARTMENT,WEST UNION,SC
9754,FLOYDADA POLICE DEPARTMENT,FLOYDADA,TX
9755,FREELAND BOROUGH POLICE DEPARTMENT,FREELAND,PA
9756,AMITE COUNTY SHERIFFS DEPARTMENT  ,LIBERTY,MS
9757,NOXUBEE COUNTY SHERIFFS DEPARTMENT,MACON,MS
9758,MISSISSIPPI STATE CAPITOL POLICE,JACKSON,MS
9759,JONES COUNTY JUNIOR COLLEGE CAMPUS POLICE,ELLISVILLE,MS
9760,MISSISSIPPI VALLEY STATE UNIVERSITY POLICE,ITTA BENA,MS
9761,TIPPAH COUNTY SHERIFFS DEPARTMENT  ,RIPLEY,MS
9762,PANOLA COUNTY SHERIFFS DEPARTMENT  ,BATESVILLE,MS
9763,PERRY COUNTY SHERIFFS DEPARTMENT  ,NEW AUGUSTA,MS
9764,JACKSON-EVERS INTERNATIONAL AIRPORT DEPARTMENT OF PUBLIC SAFETY,JACKSON,MS
9765,SOUTHWEST MISSISSIPPI COMMUNITY COLLEGE CAMPUS POLICE DEPARTMENT,SUMMIT,MS
9766,MISSISSIPPI STATE UNIVERSITY POLICE,MISSISSIPPI STATE UNIVERSITY,MS
9767,ITAWAMBA COUNTY SHERIFFS DEPARTMENT,FULTON,MS
9768,GREENE COUNTY SHERIFFS OFFICE  ,WAYNESBURG,PA
9769,DELAWARE COUNTY SHERIFFS OFFICE,MEDIA,PA
9770,PERRY COUNTY SHERIFFS OFFICE,NEW BLOOMFIELD,PA
9771,EDINBORO UNIVERSITY OF PENNSYLVANIA POLICE,EDINBORO,PA
9772,CLARION COUNTY SHERIFFS OFFICE,CLARION,PA
9773,MONTOUR COUNTY SHERIFFS OFFICE,DANVILLE,PA
9774,UNIVERSITY OF PITTSBURGH  ,BRADFORD,PA
9775,PIKE COUNTY SHERIFF OFFICE  ,MILFORD,PA
9776,MARION CENTER BOROUGH POLICE DEPARTMENT,MARION CENTER,PA
9777,KLAMATH COUNTY SHERIFFS OFFICE,KLAMATH FALLS,OR
9778,WASHINGTON COUNTY SHERIFFS DEPARTMENT  ,HILLSBORO,OR
9779,CLACKAMAS COMMUNITY COLLEGE DEPARTMENT OF PUBLIC SAFETY,OREGON CITY,OR
9780,UMATILLA COUNTY SHERIFFS DEPARTMENT  ,PENDLETON,OR
9781,NEW MEXICO ATTORNEY GENERAL INVESTIGATORS,SANTA FE,NM
9782,TORRANCE COUNTY SHERIFFS OFFICE,ESTANCIA,NM
9783,NEW MEXICO HIGHLANDS UNIVERSITY POLICE SECURITY,LAS VEGAS,NM
9784,TAOS PUEBLO TRIBAL POLICE DEPARTMENT,TAOS PUEBLO,NM
9785,NEW MEXICO NATURAL RESOURCES DEPT. ,SANTA FE,NM
9786,KIMBLE COUNTY SHERIFFS OFFICE  ,JUNCTION,TX
9787,TEXAS ALCOHOLIC BEVERAGE CONTROL COMMISSION LAW ENFORCEMENT DIVISION,AUSTIN,TX
9789,BROWNSVILLE INDEPENDENT SCHOOL  ,BROWNSVILLE,TX
9790,SOUTHWEST INDEPENDENT SCHOOL  ,SAN ANTONIO,TX
9791,SOUTHSIDE INDEPENDENT SCHOOL  ,SAN ANTONIO,TX
9792,CALHOUN COUNTY SHERIFFS DEPARTMENT,PORT LAVACA,TX
9793,SAN BENITO INDEPENDENT SCHOOL  ,SAN BENITO,TX
9796,IOWA PARK CONSOLIDATED INDEPENDENT SCHOOL  ,IOWA PARK,TX
9797,GARLAND CITY MARSHALS OFFICE,GARLAND,TX
9798,PORT OF BEAUMONT PORT AUTHORITY POLICE DEPARTMENT,BEAUMONT,TX
9800,CULBERSON COUNTY SHERIFFS DEPARTMENT,VAN HORN,TX
9801,FOREST HILL POLICE DEPARTMENT,FOREST HILL,TX
9802,TEXAS STATE TECHNICAL COLLEGE WEST TEXAS POLICE DEPARTMENT  ,SWEETWATER,TX
9803,COLLIN COUNTY COMMUNITY COLLEGE POLICE DEPARTMENT,PLANO,TX
9804,FORT BEND INDEPENDENT SCHOOL  ,STAFFORD,TX
9805,UNIVERSITY OF TEXAS AT EL PASO POLICE DEPARTMENT,EL PASO,TX
9806,FLORESVILLE INDEPENDENT SCHOOL  ,FLORESVILLE,TX
9807,BEVIL OAKS CITY MARSHALS OFFICE,BEAUMONT,TX
9808,FERRIS INDEPENDENT SCHOOL  ,FERRIS,TX
9809,ODESSA COLLEGE POLICE DEPARTMENT,ODESSA,TX
9811,LUBBOCK COUNTY SHERIFFS OFFICE  ,LUBBOCK,TX
9812,CORYELL COUNTY SHERIFFS OFFICE  ,GATESVILLE,TX
9813,UPSHUR COUNTY SHERIFFS OFFICE  ,GILMER,TX
9814,PORT OF GALVESTON POLICE DEPARTMENT,GALVESTON,TX
9815,MARTIN COUNTY SHERIFFS OFFICE  ,STANTON,TX
9816,TEXAS A AND M UNIVERSITY KINGSVILLE POLICE DEPARTMENT,KINGSVILLE,TX
9817,KARNES COUNTY SHERIFFS DEPARTMENT  ,KARNES CITY,TX
9818,CUNY MEDGAR EVERS COLLEGE POLICE,BROOKLYN,NY
9819,PROVIDENCE POLICE DEPARTMENT,PROVIDENCE,RI
9820,CRANSTON POLICE DEPARTMENT,CRANSTON,RI
9821,BARRINGTON POLICE DEPARTMENT,BARRINGTON,RI
9822,VILLAGE OF WALTON POLICE DEPARTMENT,WALTON,NY
9823,VILLAGE OF HAMMONDSPORT POLICE DEPARTMENT,HAMMONDSPORT,NY
9824,VILLAGE OF SAUGERTIES POLICE DEPARTMENT,SAUGERTIES,NY
9825,ITHACA CITY POLICE DEPARTMENT,ITHACA,NY
9826,WESTHAMPTON BEACH POLICE DEPARTMENT,WESTHAMPTON BEACH,NY
9827,RYE CITY POLICE DEPARTMENT,RYE,NY
9828,MOHAWK VILLAGE POLICE DEPARTMENT,MOHAWK,NY
9829,TOWN OF INLET POLICE DEPARTMENT,INLET,NY
9830,BOLTON TOWN POLICE DEPARTMENT,BOLTON LANDING,NY
9831,MERCER COUNTY SHERIFFS OFFICE,MERCER,PA
9832,ALBION POLICE DEPARTMENT,ALBION,PA
9833,TEMPLE UNIVERSITY CAMPUS POLICE DEPT,PHILADELPHIA,PA
9834,SOUTH CAROLINA HIGHWAY PATROL TROOP FIVE POST B  ,FLORENCE,SC
9835,TITUS COUNTY SHERIFFS OFFICE  ,MOUNT PLEASANT,TX
9836,MILLS COUNTY SHERIFF OFFICE  ,GOLDTHWAITE,TX
9837,GLASSCOCK COUNTY SHERIFFS OFFICE  ,GARDEN CITY,TX
9838,CRANE COUNTY SHERIFFS OFFICE  ,CRANE,TX
9839,TIDEHAVEN INDEPENDENT SCHOOL  ,EL MATON,TX
9840,RAINS INDEPENDENT SCHOOL  ,EMORY,TX
9842,NEW CANEY INDEPENDENT SCHOOL  ,NEW CANEY,TX
9843,ROMA INDEPENDENT SCHOOL  ,ROMA,TX
9844,PASADENA CITY MARSHALS OFFICE,PASADENA,TX
9845,POTTER COUNTY SHERIFFS OFFICE,AMARILLO,TX
9846,MAGNOLIA CITY MARSHALS OFFICE,MAGNOLIA,TX
9847,RUSK COUNTY SHERIFFS OFFICE,HENDERSON,TX
9848,BRAZOS RIVER AUTHORITY,GRAFORD,TX
9849,HUMBLE INDEPENDENT SCHOOL  ,HUMBLE,TX
9850,CONROE INDEPENDENT SCHOOL  ,CONROE,TX
9851,HOWARD COUNTY SHERIFFS OFFICE  ,BIG SPRING,TX
9852,COCHRAN COUNTY SHERIFFS OFFICE,MORTON,TX
9853,CROCKETT COUNTY SHERIFFS OFFICE  ,OZONA,TX
9854,BAYLOR COUNTY SHERIFFS OFFICE,SEYMOUR,TX
9855,ARANSAS COUNTY INDEPENDENT SCHOOL  ,ROCKPORT,TX
9856,RHODE ISLAND STATE FIRE MARSHAL  ,WARWICK,RI
9857,NARRAGANSETT INDIAN TRIBAL POLICE,CHARLESTOWN,RI
9858,NEW YORK STATE POLICE TROOP E ZONE 3  ,BIG FLATS,NY
9859,ULSTER COUNTY SHERIFFS OFFICE  ,KINGSTON,NY
9860,RENSSELAER COUNTY JAIL  ,TROY,NY
9861,FRANKLIN COUNTY SHERIFFS OFFICE  ,MALONE,NY
9862,LIVINGSTON COUNTY SHERIFFS OFFICE  ,GENESEO,NY
9863,WARREN COUNTY SHERIFFS OFFICE,LAKE GEORGE,NY
9864,JEFFERSON COUNTY SHERIFF OFFICE  ,WATERTOWN,NY
9865,SOUTH CAROLINA BUREAU OF PROTECTIVE SERVICES,BLYTHEWOOD,SC
9866,ORANGEBURG-CALHOUN TECHNICAL COLLEGE POLICE,ORANGEBURG,SC
9867,LEBANON COUNTY DETECTIVE BUREAU,LEBANON,PA
9868,ZERBE TOWNSHIP POLICE DEPARTMENT,TREVORTON,PA
9869,FREEDOM BOROUGH POLICE DEPARTMENT,FREEDOM,PA
9870,PENN STATE UNIVERSITY  ,LEHMAN,PA
9871,PORT ORFORD POLICE DEPARTMENT,PORT ORFORD,OR
9872,NEW MEXICO PUBLIC REGULATION COMMISSION  ,SANTA FE,NM
9873,ROSCOE POLICE DEPARTMENT,ROSCOE,TX
9874,YSLETA DEL SUR TRIBAL POLICE,EL PASO,TX
9875,LOS LUNAS SCHOOL RESOURCE DEPARTMENT,LOS LUNAS,NM
9876,SOUTH CAROLINA SCHOOL FOR THE DEAF & BLIND PUBLIC SAFETY DEPT.,SPARTANBURG,SC
9877,MESCALERO TRIBAL CONSERVATION LAW ENFORCEMENT DEPARTMENT,MESCALERO,NM
9878,ANDERSON COUNTY SHERIFFS OFFICE,ANDERSON,SC
9879,CENTER I.S.D. POLICE DEPT.,CENTER,TX
9880,STEELTON BOROUGH POLICE DEPARTMENT,STEELTON,PA
9881,BOROUGH OF MECHANICSBURG POLICE DEPARTMENT,MECHANICSBURG,PA
9882,LOWER FREDERICK TOWNSHIP POLICE DEPARTMENT,SCHWENKSVILLE,PA
9883,FORWARD TOWNSHIP POLICE DEPARTMENT,ELIZABETH,PA
9884,LAKE CITY POLICE DEPARTMENT,LAKE CITY,PA
9885,MOUNT JOY BOROUGH POLICE DEPARTMENT,MOUNT JOY,PA
9886,NEWVILLE BOROUGH POLICE DEPARTMENT,NEWVILLE,PA
9887,LYKENS BOROUGH POLICE DEPARTMENT,LYKENS,PA
9888,WILLIAMSPORT BUREAU OF POLICE,WILLIAMSPORT,PA
9889,CLAY TOWNSHIP POLICE DEPARTMENT,STEVENS,PA
9890,NEW CUMBERLAND POLICE DEPARTMENT,NEW CUMBERLAND,PA
9891,DONORA BOROUGH POLICE DEPARTMENT,DONORA,PA
9892,CHARTIERS TOWNSHIP POLICE DEPARTMENT,HOUSTON,PA
9893,SILVER SPRING TOWNSHIP POLICE DEPARTMENT,MECHANICSBURG,PA
9894,RICHLAND TOWNSHIP POLICE DEPARTMENT,QUAKERTOWN,PA
9895,LITTLESTOWN BOROUGH POLICE DEPARTMENT,LITTLESTOWN,PA
9896,NORTHWEST LAWRENCE REGIONAL POLICE,PULASKI,PA
9897,GETTYSBURG BOROUGH POLICE DEPARTMENT,GETTYSBURG,PA
9898,MCSHERRYSTOWN POLICE DEPARTMENT,MCSHERRYSTOWN,PA
9899,SOUTHERN REGIONAL POLICE DEPARTMENT,CONESTOGA,PA
9900,HUBBARD POLICE DEPARTMENT,HUBBARD,OR
9901,LAKEVIEW POLICE DEPARTMENT,LAKEVIEW,OR
9902,DALLAS POLICE DEPARTMENT,DALLAS,OR
9903,KING CITY POLICE DEPARTMENT,KING CITY,OR
9904,ASTORIA POLICE DEPARTMENT,ASTORIA,OR
9905,PENDLETON CITY POLICE DEPARTMENT,PENDLETON,OR
9906,SEASIDE POLICE DEPARTMENT,SEASIDE,OR
9907,CONDON POLICE DEPARTMENT,CONDON,OR
9908,WARRENTON POLICE DEPARTMENT,WARRENTON,OR
9909,LINCOLN CITY POLICE DEPARTMENT,LINCOLN CITY,OR
9910,GRANTS PASS DEPARTMENT OF PUBLIC SAFETY,GRANTS PASS,OR
9913,LAREDO INDEPENDENT SCHOOL  ,LAREDO,TX
9914,KAUFMAN INDEPENDENT SCHOOL  ,KAUFMAN,TX
9915,WHITE SETTLEMENT INDEPENDENT SCHOOL  ,FORT WORTH,TX
9916,SEALY INDEPENDENT SCHOOL  ,SEALY,TX
9917,RICE INDEPENDENT SCHOOL  ,RICE,TX
9918,UNIVERSITY OF TEXAS AT HOUSTON POLICE DEPARTMENT,HOUSTON,TX
9919,EL PASO COMMUNITY COLLEGE POLICE DEPARTMENT  ,EL PASO,TX
9920,MCALLEN INDEPENDENT SCHOOL  ,MCALLEN,TX
9921,BROWN CO. WATER DISTRICT,BROWNWOOD,TX
9922,MONROE POLICE DEPARTMENT,MONROE,NY
9923,DEPEW POLICE DEPARTMENT,DEPEW,NY
9924,NEW YORK CITY PARKS ENFORCEMENT PATROL,NEW YORK,NY
9926,ABILENE RECREATIONAL PATROL,ABILENE,TX
9927,STATE UNIVERSITY OF NEW YORK COLLEGE OF OPTOMETRY POLICE DEPARTMENT,NEW YORK,NY
9928,NEW YORK CITY DEPARTMENT OF INVESTIGATION SQUAD,NEW YORK,NY
9929,LYMAN POLICE DEPARTMENT,LYMAN,SC
9930,LA PORTE POLICE DEPARTMENT,LA PORTE,TX
9931,STATE UNIVERSITY OF NEW YORK AT NEW PALTZ POLICE DEPARTMENT,NEW PALTZ,NY
9932,STATE UNIVERSITY OF NEW YORK  ,POTSDAM,NY
9933,STATE UNIVERSITY OF NEW YORK  ,ALFRED,NY
9934,GERMAN TOWNSHIP POLICE DEPARTMENT,SPRINGFIELD,OH
9935,FAIRFAX POLICE DEPARTMENT,CINCINNATI,OH
9936,MORROW POLICE DEPARTMENT,MORROW,OH
9937,MATAWAN POLICE DEPARTMENT,MATAWAN,NJ
9938,EDGERTON POLICE DEPARTMENT,EDGERTON,WI
9939,SHARON TOWNSHIP POLICE DEPARTMENT,WORTHINGTON,OH
9940,PROCTOR POLICE DEPARTMENT,PROCTOR,MN
9941,BARABOO POLICE DEPARTMENT,BARABOO,WI
9942,CROSBY POLICE DEPARTMENT,CROSBY,MN
9943,JEFFERSON POLICE DEPARTMENT,JEFFERSON,NC
9944,LILESVILLE POLICE DEPARTMENT,LILESVILLE,NC
9945,CARUTHERSVILLE POLICE DEPARTMENT,CARUTHERSVILLE,MO
9946,WADSWORTH POLICE DEPARTMENT,WADSWORTH,OH
9947,NORWALK-WILTON POLICE DEPARTMENT,NORWALK,WI
9948,ASHLAND POLICE DEPARTMENT,ASHLAND,OH
9949,FLUSHING POLICE DEPARTMENT,FLUSHING,OH
9950,TYLER POLICE DEPARTMENT,TYLER,MN
9951,CLARKS POLICE DEPARTMENT,CLARKS,NE
9952,GOLTRY POLICE DEPARTMENT,GOLTRY,OK
9953,DICKSON POLICE DEPARTMENT,ARDMORE,OK
9954,BEAUFORT COUNTY COMMUNITY COLLEGE POLICE DEPARTMENT,WASHINGTON,NC
9955,GUILFORD TECHNICAL COMMUNITY COLLEGE POLICE,JAMESTOWN,NC
9956,NORTH CAROLINA STATE PORT AUTHORITY POLICE  ,MOREHEAD CITY,NC
9957,BUCKLEY POLICE DEPARTMENT,BUCKLEY,WA
9958,MIDDLESEX POLICE DEPARTMENT,MIDDLESEX,NC
9959,INVER GROVE HEIGHTS POLICE DEPARTMENT,INVER GROVE HEIGHTS,MN
9960,SPOKANE POLICE DEPARTMENT,SPOKANE,WA
9961,SANDUSKY COUNTY SHERIFFS OFFICE  ,FREMONT,OH
9962,NEW MARTINSVILLE POLICE DEPARTMENT,NEW MARTINSVILLE,WV
9963,BARBERTON POLICE DEPARTMENT,BARBERTON,OH
9964,LOCUST POLICE DEPARTMENT,LOCUST,NC
9965,COVINGTON POLICE DEPARTMENT,COVINGTON,OH
9966,BILLINGS-LOGAN INTERNATIONAL AIRPORT POLICE,BILLINGS,MT
9967,HARRINGTON PARK POLICE DEPARTMENT,HARRINGTON PARK,NJ
9968,LYNDHURST POLICE DEPARTMENT,LYNDHURST,NJ
9969,SALEM POLICE DEPARTMENT,SALEM,NH
9970,WILLINGBORO TOWNSHIP POLICE DEPARTMENT,WILLINGBORO,NJ
9971,WEST PATERSON POLICE DEPARTMENT,WEST PATERSON,NJ
9972,NEWPORT POLICE DEPARTMENT,NEWPORT,NC
9973,BOROUGH OF SEA GIRT POLICE DEPARTMENT,SEA GIRT,NJ
9974,BRADFORD POLICE DEPARTMENT,BRADFORD,VT
9975,COCKE COUNTY SHERIFFS DEPARTMENT,NEWPORT,TN
9976,GRANTSVILLE POLICE DEPARTMENT,GRANTSVILLE,UT
9977,HILLSDALE POLICE DEPARTMENT,HILLSDALE,NJ
9978,NORTHFIELD POLICE DEPARTMENT,NORTHFIELD,NJ
9979,MARYVILLE POLICE DEPARTMENT,MARYVILLE,TN
9980,COEBURN POLICE DEPARTMENT,COEBURN,VA
9981,GLYNDON POLICE DEPARTMENT,GLYNDON,MN
9982,DODDRIDGE COUNTY SHERIFFS OFFICE,WEST UNION,WV
9983,MOUNT JACKSON POLICE DEPARTMENT,MOUNT JACKSON,VA
9984,BRADFORD CITY POLICE DEPARTMENT,BRADFORD,TN
9985,BELTRAMI COUNTY LAW ENFORCEMENT CENTER  ,BEMIDJI,MN
9986,RUTHERFORD POLICE DEPARTMENT,RUTHERFORD,TN
9987,RED BANK POLICE DEPARTMENT,RED BANK,TN
9988,LAWRENCEVILLE POLICE DEPARTMENT,LAWRENCEVILLE,VA
9989,MINOR HILL POLICE DEPARTMENT,MINOR HILL,TN
9990,DYERSBURG POLICE DEPARTMENT,DYERSBURG,TN
9991,HILLSVILLE POLICE DEPARTMENT,HILLSVILLE,VA
9992,WESTBROOK POLICE DEPARTMENT,WESTBROOK,MN
9993,BERRY HILL POLICE DEPARTMENT,NASHVILLE,TN
9994,AMHERST POLICE DEPARTMENT,AMHERST,VA
9995,GENEVA-ON-THE-LAKE POLICE DEPARTMENT,GENEVA ON THE LAKE,OH
9996,MOUNTAIN LAKE POLICE DEPARTMENT,MOUNTAIN LAKE,MN
9997,AUGUSTA COUNTY SHERIFFS OFFICE,VERONA,VA
9998,CENTER POLICE DEPARTMENT,CENTER,ND
9999,HOPEDALE POLICE DEPARTMENT,HOPEDALE,OH
10000,SURREY POLICE DEPARTMENT,SURREY,ND
10001,WAVERLY POLICE DEPARTMENT,WAVERLY,TN
10002,MARIETTA POLICE DEPARTMENT,MARIETTA,OH
10003,WESTERN WASHINGTON UNIVERSITY POLICE DEPARTMENT,BELLINGHAM,WA
10004,LAMOURE POLICE DEPARTMENT,LAMOURE,ND
10005,GLADE SPRING POLICE DEPARTMENT,GLADE SPRING,VA
10006,FESSENDEN POLICE DEPARTMENT,FESSENDEN,ND
10007,ASHTABULA CITY POLICE DEPARTMENT,ASHTABULA,OH
10008,PULASKI COUNTY SHERIFFS OFFICE,PULASKI,VA
10009,SPOTSYLVANIA COUNTY SHERIFFS OFFICE,SPOTSYLVANIA,VA
10010,WEST VALLEY CITY POLICE DEPARTMENT,WEST VALLEY CITY,UT
10011,QUANTICO POLICE DEPARTMENT,QUANTICO,VA
10012,BROWN COUNTY SHERIFFS OFFICE  ,AINSWORTH,NE
10013,LEXINGTON POLICE DEPARTMENT,LEXINGTON,TN
10014,NEW HOPE POLICE DEPARTMENT,NEW HOPE,MN
10015,BELLAIRE POLICE DEPARTMENT,BELLAIRE,OH
10016,ARLINGTON COUNTY POLICE DEPARTMENT  ,ARLINGTON,VA
10017,APPLE VALLEY POLICE DEPARTMENT,APPLE VALLEY,MN
10018,EDEN PRAIRIE POLICE DEPARTMENT,EDEN PRAIRIE,MN
10019,GOLDEN VALLEY POLICE DEPARTMENT,GOLDEN VALLEY,MN
10020,SPRINGFIELD POLICE DEPARTMENT HEADQUARTERS,SPRINGFIELD,MO
10021,STRATHAM POLICE DEPARTMENT,STRATHAM,NH
10022,PURYEAR POLICE DEPARTMENT,PURYEAR,TN
10023,ROSEMOUNT POLICE DEPARTMENT,ROSEMOUNT,MN
10024,RYE POLICE DEPARTMENT,RYE,NH
10025,SURGOINSVILLE POLICE DEPARTMENT,SURGOINSVILLE,TN
10026,IRON RIVER POLICE DEPARTMENT,IRON RIVER,WI
10027,CEDAR BLUFF POLICE DEPARTMENT,CEDAR BLUFF,VA
10028,LEBANON POLICE DEPARTMENT,LEBANON,VA
10029,TAZEWELL POLICE DEPARTMENT,TAZEWELL,VA
10030,DAMASCUS POLICE DEPARTMENT,DAMASCUS,VA
10031,YEAGER AIRPORT POLICE DEPARTMENT,CHARLESTON,WV
10032,VIENNA POLICE DEPARTMENT,VIENNA,WV
10033,BRIDGEPORT POLICE DEPARTMENT,BRIDGEPORT,WV
10034,UPPER ARLINGTON POLICE DEPARTMENT,UPPER ARLINGTON,OH
10035,GROTTOES POLICE DEPARTMENT,GROTTOES,VA
10036,BURLINGTON POLICE DEPARTMENT,BURLINGTON,ND
10037,MOOREFIELD POLICE DEPARTMENT,MOOREFIELD,WV
10038,TUCKER COUNTY SHERIFFS OFFICE,PARSONS,WV
10039,COZAD POLICE DEPARTMENT,COZAD,NE
10040,STRASBURG POLICE DEPARTMENT,STRASBURG,OH
10041,NEW ALBANY POLICE DEPARTMENT,NEW ALBANY,OH
10042,HARRISON COUNTY SHERIFFS DEPARTMENT  ,BETHANY,MO
10043,LOGAN POLICE DEPARTMENT,LOGAN,WV
10044,WINCHESTER CITY SHERIFFS OFFICE,WINCHESTER,VA
10045,JEFFERSON CITY POLICE DEPARTMENT,JEFFERSON CITY,TN
10046,OBETZ POLICE DEPARTMENT,OBETZ,OH
10047,FAIRPORT HARBOR POLICE DEPARTMENT,FAIRPORT HARBOR,OH
10048,KIRTLAND POLICE DEPARTMENT,KIRTLAND,OH
10049,LAWRENCEBURG POLICE DEPARTMENT,LAWRENCEBURG,TN
10050,CAMDEN COUNTY SHERIFFS DEPARTMENT,CAMDENTON,MO
10051,JACKSON POLICE DEPARTMENT,JACKSON,WY
10052,WHITE PINE COUNTY SHERIFFS OFFICE  ,ELY,NV
10053,WORTHINGTON DIVISION OF POLICE,WORTHINGTON,OH
10054,SAINT JOSEPH POLICE DEPARTMENT,SAINT JOSEPH,TN
10055,CLERMONT COUNTY SHERIFFS OFFICE,BATAVIA,OH
10056,CAPE GIRARDEAU COUNTY SHERIFFS DEPARTMENT  ,JACKSON,MO
10057,PENNSBORO POLICE DEPARTMENT,PENNSBORO,WV
10058,AUDRAIN COUNTY SHERIFFS DEPARTMENT  ,MEXICO,MO
10059,NICHOLAS COUNTY SHERIFFS OFFICE,SUMMERSVILLE,WV
10060,BELGRADE POLICE DEPARTMENT,BELGRADE,MT
10061,EAST NEWARK POLICE DEPARTMENT,EAST NEWARK,NJ
10062,KIMBALL POLICE DEPARTMENT,JASPER,TN
10063,LONGVIEW POLICE DEPARTMENT,LONGVIEW,WA
10064,PRINCE WILLIAM COUNTY SHERIFFS OFFICE,MANASSAS,VA
10065,JACKSON POLICE DEPARTMENT,JACKSON,TN
10066,POWELLS CROSSROADS POLICE DEPARTMENT,POWELLS CROSSROADS,TN
10067,HILLSBORO POLICE DEPARTMENT,HILLSBOROUGH,NH
10068,ASOTIN POLICE DEPARTMENT,ASOTIN,WA
10069,WARDEN POLICE DEPARTMENT,WARDEN,WA
10070,PORT ANGELES POLICE DEPARTMENT,PORT ANGELES,WA
10071,BRIDGETON POLICE DEPARTMENT,BRIDGETON,NJ
10072,FALL RIVER POLICE DEPARTMENT,FALL RIVER,WI
10073,FAUQUIER COUNTY SHERIFFS OFFICE,WARRENTON,VA
10074,BOLLINGER COUNTY SHERIFFS DEPARTMENT  ,MARBLE HILL,MO
10075,EMPORIA POLICE DEPARTMENT,EMPORIA,VA
10076,NARROWS POLICE DEPARTMENT,NARROWS,VA
10077,NIOTA POLICE DEPARTMENT,NIOTA,TN
10078,KENLY POLICE DEPARTMENT,KENLY,NC
10079,BENSON POLICE DEPARTMENT,BENSON,NC
10080,STRONGSVILLE POLICE DEPARTMENT,STRONGSVILLE,OH
10081,CALHOUN POLICE DEPARTMENT,CALHOUN,TN
10082,FAIR HAVEN POLICE DEPARTMENT,FAIR HAVEN,NJ
10083,LOUISA POLICE DEPARTMENT,LOUISA,VA
10084,SOUTH HILL POLICE DEPARTMENT,SOUTH HILL,VA
10085,WILLIAMSBURG INTERNATIONAL AIRPORT POLICE DEPARTMENT  ,NEWPORT NEWS,VA
10086,EATONTOWN POLICE DEPARTMENT,EATONTOWN,NJ
10087,CHAPEL HILL POLICE DEPARTMENT,CHAPEL HILL,TN
10088,MEAGHER COUNTY SHERIFFS DEPARTMENT  ,WHITE SULPHUR SPRINGS,MT
10089,NORTH RANDALL POLICE DEPARTMENT,NORTH RANDALL,OH
10090,KELSO POLICE DEPARTMENT,KELSO,WA
10091,WIBAUX COUNTY SHERIFFS OFFICE  ,WIBAUX,MT
10092,SHERIDAN COUNTY SHERIFFS DEPARTMENT,PLENTYWOOD,MT
10093,WAITE HILL VILLAGE POLICE DEPARTMENT,WAITE HILL,OH
10094,DUPONT POLICE DEPARTMENT,DUPONT,WA
10095,LACLEDE COUNTY SHERIFFS DEPARTMENT  ,LEBANON,MO
10096,PIKE COUNTY SHERIFFS DEPARTMENT  ,BOWLING GREEN,MO
10097,MONTGOMERY COUNTY SHERIFFS DEPARTMENT  ,MONTGOMERY CITY,MO
10098,HORNERSVILLE POLICE DEPARTMENT,HORNERSVILLE,MO
10099,DULUTH TOWNSHIP POLICE DEPARTMENT,DULUTH,MN
10100,CLARK COUNTY SHERIFFS DEPARTMENT  ,KAHOKA,MO
10101,LILBOURN POLICE DEPARTMENT,LILBOURN,MO
10102,GLEN DALE POLICE DEPARTMENT,GLEN DALE,WV
10103,VAN WERT COUNTY SHERIFFS OFFICE,VAN WERT,OH
10104,VAN WERT POLICE DEPARTMENT,VAN WERT,OH
10105,HAYWOOD COUNTY SHERIFFS DEPARTMENT  ,WAYNESVILLE,NC
10106,MORGAN COUNTY SHERIFFS DEPARTMENT,BERKELEY SPRINGS,WV
10107,VILLAGE OF BOSTON HEIGHTS POLICE DEPARTMENT,HUDSON,OH
10108,MINERAL COUNTY BAILIFFS OFFICE,KEYSER,WV
10109,TINTON FALLS POLICE DEPARTMENT,TINTON FALLS,NJ
